Disease,Symptoms,Precautions,Symptom_Constipation,Symptom_Fatigue,Symptom_Frequent Urination,Symptom_Shortness of Breath,Symptom_Headache,Symptom_Excessive Thirst,Symptom_Vomiting,Symptom_Chills,Symptom_Blurred Vision,Symptom_Skin Rash,Symptom_Abdominal Pain,Symptom_Fever,Symptom_Cough,Symptom_Muscle Pain,Symptom_Nausea,Symptom_Burning Sensation,Combo_Fever_Chills,Combo_Fever_AbPain,Combo_UTI_Symptoms,Combo_Respiratory_Infection,Combo_Systemic_Infection,Combo_Acute_Illness,Combo_UTI_Fever,Combo_Neurological,Combo_Viral_Syndrome,Combo_GI_Distress,Combo_Diabetes_Classic,Total_Symptoms,Fever_Score,Respiratory_Score,GI_Score,Urinary_Score,Neuro_Score,Constitutional_Score,Disease_encoded
Diabetes,Skin Rash,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Excessive Thirst,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Excessive Thirst,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Fatigue; Skin Rash; Blurred Vision,"Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
Diabetes,Skin Rash,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Blurred Vision,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Diabetes,Fatigue; Blurred Vision,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
Diabetes,Excessive Thirst,"Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Blurred Vision; Excessive Thirst,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Diabetes,Excessive Thirst; Blurred Vision,"Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Diabetes,Skin Rash,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Fatigue; Blurred Vision,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
Diabetes,Fatigue; Skin Rash; Blurred Vision,"Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
Diabetes,Blurred Vision,"Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Diabetes,Excessive Thirst,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Diabetes,Fatigue; Skin Rash,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
Diabetes,Fatigue,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Diabetes,Skin Rash,"Lose excess pounds. If you're overweight, losing even 7% of your body weight can lower the risk of diabetes. For example, if you weigh 200 pounds (90.7 kilograms), losing 14 pounds (6.4 kilograms) can lower the risk of diabetes.
But don't try to lose weight during pregnancy. Talk to your provider about how much weight is healthy for you to gain during pregnancy.
To keep your weight in a healthy range, work on long-term changes to your eating and exercise habits. Remember the benefits of losing weight, such as a healthier heart, more energy and higher self-esteem.; Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes.; Eat healthy foods. Choose foods lower in fat and calories and higher in fiber. Focus on fruits, vegetables and whole grains. Eat a variety to keep from feeling bored.; Get more physical activity. Try to get about 30 minutes of moderate aerobic activity on most days of the week. Or aim to get at least 150 minutes of moderate aerobic activity a week. For example, take a brisk daily walk. If you can't fit in a long workout, break it up into smaller sessions throughout the day.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
